t_s,t_ms,src_gw,src_name,old_sat,new_sat,event,gw_lat,gw_lon,old_sat_lat,old_sat_lon,new_sat_lat,new_sat_lon,new_elevation_deg,new_dist_km
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,42,HCM,26,26,stay,10.8231,106.6297,18.7762,102.9218,18.7762,102.9218,41.13,1510.5
2955,2955000,42,HCM,26,26,stay,10.8231,106.6297,18.7762,102.9218,18.7762,102.9218,41.13,1510.5
2955,2955000,41,DN,26,26,stay,16.0544,108.2022,18.7762,102.9218,18.7762,102.9218,54.31,1284.5
2955,2955000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7762,102.9218,18.7762,102.9218,39.48,1548.4
2955,2955000,41,DN,26,26,stay,16.0544,108.2022,18.7762,102.9218,18.7762,102.9218,54.31,1284.5
2955,2955000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.7762,102.9218,18.7762,102.9218,58.02,1240.2
2955,2955000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.7762,102.9218,18.7762,102.9218,67.02,1159.2
2955,2955000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.7762,102.9218,18.7762,102.9218,58.02,1240.2
2955,2955000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.7762,102.9218,18.7762,102.9218,67.02,1159.2
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7762,102.9218,18.7762,102.9218,39.48,1548.4
2955,2955000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7762,102.9218,18.7762,102.9218,72.3,1126.4
2955,2955000,42,HCM,26,26,stay,10.8231,106.6297,18.7762,102.9218,18.7762,102.9218,41.13,1510.5
2955,2955000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7762,102.9218,18.7762,102.9218,72.3,1126.4
2955,2955000,42,HCM,26,26,stay,10.8231,106.6297,18.7762,102.9218,18.7762,102.9218,41.13,1510.5
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,40,HN,26,26,stay,21.0278,105.8342,18.7762,102.9218,18.7762,102.9218,67.04,1159.0
2955,2955000,41,DN,26,26,stay,16.0544,108.2022,18.7762,102.9218,18.7762,102.9218,54.31,1284.5
2955,2955000,41,DN,26,26,stay,16.0544,108.2022,18.7762,102.9218,18.7762,102.9218,54.31,1284.5
2955,2955000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7762,102.9218,18.7762,102.9218,39.48,1548.4
2955,2955000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7762,102.9218,18.7762,102.9218,72.3,1126.4
2955,2955000,41,DN,26,26,stay,16.0544,108.2022,18.7762,102.9218,18.7762,102.9218,54.31,1284.5
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2956,2956000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7989,102.9719,18.7989,102.9719,39.45,1549.0
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.7989,102.9719,18.7989,102.9719,58.19,1238.4
2956,2956000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.7989,102.9719,18.7989,102.9719,67.33,1157.0
2956,2956000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7989,102.9719,18.7989,102.9719,72.6,1124.8
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7989,102.9719,18.7989,102.9719,72.6,1124.8
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2956,2956000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7989,102.9719,18.7989,102.9719,39.45,1549.0
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.7989,102.9719,18.7989,102.9719,39.45,1549.0
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.7989,102.9719,18.7989,102.9719,58.19,1238.4
2956,2956000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.7989,102.9719,18.7989,102.9719,67.33,1157.0
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2956,2956000,40,HN,26,26,stay,21.0278,105.8342,18.7989,102.9719,18.7989,102.9719,67.35,1156.8
2956,2956000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.7989,102.9719,18.7989,102.9719,58.19,1238.4
2956,2956000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.7989,102.9719,18.7989,102.9719,72.6,1124.8
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,42,HCM,26,26,stay,10.8231,106.6297,18.7989,102.9719,18.7989,102.9719,41.13,1510.5
2956,2956000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.7989,102.9719,18.7989,102.9719,67.33,1157.0
2956,2956000,41,DN,26,26,stay,16.0544,108.2022,18.7989,102.9719,18.7989,102.9719,54.47,1282.5
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8216,103.022,18.8216,103.022,67.64,1154.8
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8216,103.022,18.8216,103.022,72.89,1123.3
2957,2957000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8216,103.022,18.8216,103.022,72.89,1123.3
2957,2957000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8216,103.022,18.8216,103.022,39.42,1549.6
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8216,103.022,18.8216,103.022,72.89,1123.3
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8216,103.022,18.8216,103.022,58.35,1236.6
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8216,103.022,18.8216,103.022,67.64,1154.8
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8216,103.022,18.8216,103.022,39.42,1549.6
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8216,103.022,18.8216,103.022,67.64,1154.8
2957,2957000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8216,103.022,18.8216,103.022,39.42,1549.6
2957,2957000,41,DN,26,26,stay,16.0544,108.2022,18.8216,103.022,18.8216,103.022,54.62,1280.5
2957,2957000,42,HCM,26,26,stay,10.8231,106.6297,18.8216,103.022,18.8216,103.022,41.12,1510.7
2957,2957000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8216,103.022,18.8216,103.022,58.35,1236.6
2957,2957000,40,HN,26,26,stay,21.0278,105.8342,18.8216,103.022,18.8216,103.022,67.66,1154.6
2957,2957000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8216,103.022,18.8216,103.022,58.35,1236.6
2958,2958000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8443,103.0722,18.8443,103.0722,73.18,1121.9
2958,2958000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8443,103.0722,18.8443,103.0722,39.4,1550.3
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2958,2958000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8443,103.0722,18.8443,103.0722,58.52,1234.8
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8443,103.0722,18.8443,103.0722,39.4,1550.3
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8443,103.0722,18.8443,103.0722,73.18,1121.9
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8443,103.0722,18.8443,103.0722,58.52,1234.8
2958,2958000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8443,103.0722,18.8443,103.0722,67.96,1152.6
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8443,103.0722,18.8443,103.0722,67.96,1152.6
2958,2958000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8443,103.0722,18.8443,103.0722,73.18,1121.9
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8443,103.0722,18.8443,103.0722,67.96,1152.6
2958,2958000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8443,103.0722,18.8443,103.0722,58.52,1234.8
2958,2958000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8443,103.0722,18.8443,103.0722,39.4,1550.3
2958,2958000,40,HN,26,26,stay,21.0278,105.8342,18.8443,103.0722,18.8443,103.0722,67.98,1152.5
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2958,2958000,41,DN,26,26,stay,16.0544,108.2022,18.8443,103.0722,18.8443,103.0722,54.77,1278.6
2958,2958000,42,HCM,26,26,stay,10.8231,106.6297,18.8443,103.0722,18.8443,103.0722,41.12,1510.8
2959,2959000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.867,103.1224,18.867,103.1224,68.27,1150.5
2959,2959000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.867,103.1224,18.867,103.1224,73.46,1120.4
2959,2959000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.867,103.1224,18.867,103.1224,68.27,1150.5
2959,2959000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.867,103.1224,18.867,103.1224,39.37,1551.0
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.867,103.1224,18.867,103.1224,58.68,1233.0
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.867,103.1224,18.867,103.1224,73.46,1120.4
2959,2959000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.867,103.1224,18.867,103.1224,68.27,1150.5
2959,2959000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.867,103.1224,18.867,103.1224,39.37,1551.0
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.867,103.1224,18.867,103.1224,58.68,1233.0
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.867,103.1224,18.867,103.1224,39.37,1551.0
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2959,2959000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.867,103.1224,18.867,103.1224,58.68,1233.0
2959,2959000,41,DN,26,26,stay,16.0544,108.2022,18.867,103.1224,18.867,103.1224,54.93,1276.7
2959,2959000,42,HCM,26,26,stay,10.8231,106.6297,18.867,103.1224,18.867,103.1224,41.11,1511.0
2959,2959000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.867,103.1224,18.867,103.1224,73.46,1120.4
2959,2959000,40,HN,26,26,stay,21.0278,105.8342,18.867,103.1224,18.867,103.1224,68.29,1150.4
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8896,103.1726,18.8896,103.1726,39.34,1551.7
2960,2960000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8896,103.1726,18.8896,103.1726,73.75,1119.0
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8896,103.1726,18.8896,103.1726,68.59,1148.4
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8896,103.1726,18.8896,103.1726,68.59,1148.4
2960,2960000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8896,103.1726,18.8896,103.1726,73.75,1119.0
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.8896,103.1726,18.8896,103.1726,68.59,1148.4
2960,2960000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8896,103.1726,18.8896,103.1726,39.34,1551.7
2960,2960000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8896,103.1726,18.8896,103.1726,58.84,1231.3
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,40,HN,26,26,stay,21.0278,105.8342,18.8896,103.1726,18.8896,103.1726,68.6,1148.3
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.8896,103.1726,18.8896,103.1726,73.75,1119.0
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,42,HCM,26,26,stay,10.8231,106.6297,18.8896,103.1726,18.8896,103.1726,41.1,1511.2
2960,2960000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8896,103.1726,18.8896,103.1726,58.84,1231.3
2960,2960000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.8896,103.1726,18.8896,103.1726,39.34,1551.7
2960,2960000,41,DN,26,26,stay,16.0544,108.2022,18.8896,103.1726,18.8896,103.1726,55.08,1274.8
2960,2960000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.8896,103.1726,18.8896,103.1726,58.84,1231.3
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9122,103.2228,18.9122,103.2228,68.9,1146.4
2961,2961000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9122,103.2228,18.9122,103.2228,68.9,1146.4
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2961,2961000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9122,103.2228,18.9122,103.2228,74.04,1117.7
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9122,103.2228,18.9122,103.2228,39.31,1552.5
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2961,2961000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9122,103.2228,18.9122,103.2228,68.9,1146.4
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2961,2961000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.9122,103.2228,18.9122,103.2228,59.01,1229.6
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9122,103.2228,18.9122,103.2228,39.31,1552.5
2961,2961000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9122,103.2228,18.9122,103.2228,74.04,1117.7
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.9122,103.2228,18.9122,103.2228,59.01,1229.6
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9122,103.2228,18.9122,103.2228,74.04,1117.7
2961,2961000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.9122,103.2228,18.9122,103.2228,59.01,1229.6
2961,2961000,40,HN,26,26,stay,21.0278,105.8342,18.9122,103.2228,18.9122,103.2228,68.92,1146.2
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2961,2961000,41,DN,26,26,stay,16.0544,108.2022,18.9122,103.2228,18.9122,103.2228,55.23,1272.9
2961,2961000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9122,103.2228,18.9122,103.2228,39.31,1552.5
2961,2961000,42,HCM,26,26,stay,10.8231,106.6297,18.9122,103.2228,18.9122,103.2228,41.09,1511.4
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
2962,2962000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9349,103.273,18.9349,103.273,74.32,1116.4
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
2962,2962000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9349,103.273,18.9349,103.273,39.27,1553.2
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
2962,2962000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9349,103.273,18.9349,103.273,74.32,1116.4
2962,2962000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9349,103.273,18.9349,103.273,69.22,1144.3
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9349,103.273,18.9349,103.273,39.27,1553.2
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,45,Router_CanTho,26,26,stay,10.0341,105.788,18.9349,103.273,18.9349,103.273,39.27,1553.2
2962,2962000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9349,103.273,18.9349,103.273,69.22,1144.3
2962,2962000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.9349,103.273,18.9349,103.273,59.16,1228.0
2962,2962000,44,Router_Vinh,26,26,stay,18.6717,105.6922,18.9349,103.273,18.9349,103.273,74.32,1116.4
2962,2962000,43,Router_Hue,26,26,stay,16.4674,107.5905,18.9349,103.273,18.9349,103.273,59.16,1228.0
2962,2962000,46,Router_HaNoi,26,26,stay,21.0245,105.8412,18.9349,103.273,18.9349,103.273,69.22,1144.3
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,42,HCM,26,26,stay,10.8231,106.6297,18.9349,103.273,18.9349,103.273,41.08,1511.6
2962,2962000,40,HN,26,26,stay,21.0278,105.8342,18.9349,103.273,18.9349,103.273,69.24,1144.2
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
2962,2962000,41,DN,26,26,stay,16.0544,108.2022,18.9349,103.273,18.9349,103.273,55.37,1271.1
